DBN,Number of Test Takers,NUMBER OF CLASSES.max,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,NUMBER OF CLASSES.min,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,NUMBER OF CLASSES.mean,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL GRADE,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 ENVIRONMENT GRADE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PERFORMANCE GRADE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 PROGRESS GRADE,2009-2010 ADDITIONAL CREDIT,2008-09 PROGRESS REPORT GRADE,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg)
Q580,64,6.0,149.0,24.8,23.0,27.0,1.0,11.0,11.0,11.0,11.0,3.8421052631578947,83.94736842105263,21.489473684210523,19.36842105263158,23.263157894736842,13.5,30.0,3.58,A,71.4,8.5,C,18.5,A,44.4,A,0.0,A,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742
R080,86,6.0,175.0,35.0,34.0,36.0,1.0,13.0,13.0,13.0,13.0,2.757575757575758,80.27272727272727,27.748484848484846,25.151515151515152,29.666666666666668,20.4,31.0,2.66,A,87.6,11.1,A,23.6,A,46.9,A,6.0,A,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
R440,282,40.0,1098.0,48.0,48.0,48.0,1.0,10.0,10.0,10.0,10.0,7.6976744186046515,199.3953488372093,22.75581395348837,17.441860465116278,26.488372093023255,18.8,31.0,2.39,A,75.7,10.4,B,16.8,B,41.0,B,7.5,A,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
R445,237,31.0,885.0,34.0,34.0,34.0,1.0,13.0,12.0,10.0,13.0,6.7727272727272725,182.61363636363637,23.902272727272724,18.613636363636363,26.431818181818183,17.8,31.0,2.2,B,65.3,8.3,C,15.1,B,35.9,B,6.0,B,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
R450,373,39.0,1046.0,39.0,39.0,39.0,1.0,10.0,10.0,10.0,10.0,9.106382978723405,229.14893617021278,23.71276595744681,17.127659574468087,28.53191489361702,18.4,31.0,2.33,B,69.8,8.7,B,18.1,A,35.5,B,7.5,B,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
R455,698,49.0,1421.0,34.0,33.0,37.0,1.0,8.0,8.0,8.0,8.0,10.883720930232558,317.0232558139535,24.61162790697675,20.6046511627907,26.930232558139537,20.4,31.0,2.82,B,68.4,6.5,D,16.6,B,34.8,B,10.5,A,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
R460,531,43.0,1110.0,34.0,34.0,36.0,1.0,15.0,11.7,10.0,13.0,10.418604651162791,268.6046511627907,23.306976744186045,18.25581395348837,26.3953488372093,20.2,31.0,2.49,A,78.7,10.4,B,20.6,A,44.7,A,3.0,B,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
R600,48,13.0,375.0,35.0,35.0,36.0,1.0,11.0,11.0,10.0,11.0,3.176470588235294,84.02941176470588,23.48235294117647,20.147058823529413,26.058823529411764,14.1,31.0,1.88,A,76.0,9.7,B,18.4,A,43.4,A,4.5,A,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
R605,287,18.0,540.0,33.7,33.0,34.0,3.0,101.0,16.1,14.0,19.0,9.733333333333333,281.2,29.040000000000006,21.933333333333334,32.4,19.7,31.0,3.89,A,77.4,10.4,B,24.1,A,42.9,A,0.0,A,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,90.98,59373
K403,36,8.0,160.0,28.7,28.0,31.0,1.0,17.0,15.0,10.0,15.0,2.772727272727273,59.31818181818182,21.84090909090909,18.954545454545453,24.318181818181817,12.1,32.0,2.02,A,84.4,7.1,C,17.5,A,52.3,A,7.5,,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,89.28,15297
K545,82,18.0,392.0,30.5,26.0,36.0,1.0,10.0,10.0,10.0,10.0,5.304347826086956,128.91304347826087,22.286956521739132,15.826086956521738,28.52173913043478,13.9,32.0,2.42,C,48.5,7.0,D,11.4,D,30.1,C,0.0,C,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,89.28,15297
K549,72,9.0,172.0,30.5,30.0,34.0,1.0,11.0,11.0,10.0,11.0,2.484848484848485,58.84848484848485,23.66363636363636,21.545454545454547,25.484848484848484,12.7,32.0,2.07,A,85.9,10.8,A,19.0,A,51.6,A,4.5,A,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,89.28,15297
K552,49,9.0,229.0,35.0,35.0,35.0,1.0,12.0,12.0,10.0,12.0,2.793103448275862,66.10344827586206,22.968965517241376,20.413793103448278,25.482758620689655,13.3,32.0,1.92,B,66.1,9.4,B,14.6,B,37.6,B,4.5,B,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,89.28,15297
K554,29,6.0,172.0,37.0,37.0,37.0,1.0,21.0,17.3,11.0,19.0,3.4545454545454546,77.68181818181819,23.136363636363637,19.5,26.772727272727273,15.7,32.0,2.86,A,82.4,13.5,A,15.1,B,53.8,A,0.0,A,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,89.28,15297
K556,30,9.0,232.0,32.6,30.0,36.0,1.0,10.0,10.0,10.0,10.0,4.631578947368421,111.89473684210526,21.610526315789475,16.0,26.63157894736842,12.5,32.0,1.91,B,64.3,10.8,A,15.3,B,36.7,B,1.5,B,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,89.28,15297
