DBN,Number of Test Takers,NUMBER OF CLASSES.max,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,NUMBER OF CLASSES.min,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,NUMBER OF CLASSES.mean,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL GRADE,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 ENVIRONMENT GRADE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PERFORMANCE GRADE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 PROGRESS GRADE,2009-2010 ADDITIONAL CREDIT,2008-09 PROGRESS REPORT GRADE,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg)
X312,41,10.0,251.0,33.5,33.0,34.0,1.0,21.0,13.5,10.0,16.0,3.1538461538461537,87.07692307692308,27.403846153846153,24.0,30.615384615384617,14.9,8.0,2.12,A,73.8,13.0,A,13.9,C,45.4,A,1.5,A,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X332,34,5.0,119.0,34.0,34.0,34.0,1.0,15.0,15.0,11.0,15.0,2.413793103448276,50.06896551724138,20.975862068965515,18.17241379310345,23.724137931034484,14.1,8.0,2.13,C,55.1,9.3,B,10.0,D,32.8,C,3.0,,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X405,448,52.0,1389.0,34.0,34.0,37.0,1.0,11.0,11.0,10.0,11.0,11.386363636363637,316.22727272727275,25.53863636363636,18.863636363636363,29.272727272727273,16.7,8.0,2.22,F,36.9,5.2,F,10.6,D,21.1,F,0.0,,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X452,36,,,,,,,,,,,,,,,,,8.0,2.06,C,54.8,11.2,A,14.0,C,28.1,D,1.5,C,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X519,43,9.0,194.0,66.0,66.0,66.0,1.0,10.0,10.0,10.0,10.0,2.230769230769231,54.30769230769231,25.011538461538464,22.23076923076923,27.653846153846153,15.2,8.0,2.04,C,52.3,7.5,C,10.6,D,34.2,C,0.0,B,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X530,48,15.0,349.0,36.0,36.0,36.0,1.0,12.0,10.0,10.0,10.0,4.518518518518518,105.48148148148148,23.477777777777778,20.11111111111111,26.85185185185185,12.8,8.0,2.06,D,42.3,10.5,A,5.7,F,26.1,D,0.0,C,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X540,29,8.0,188.0,32.5,32.0,35.0,1.0,6.0,6.0,6.0,6.0,2.3548387096774195,52.225806451612904,20.799999999999997,18.419354838709676,23.096774193548388,10.9,8.0,1.68,D,42.8,7.5,C,10.6,D,24.7,D,0.0,C,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X650,152,18.0,485.0,34.0,34.0,35.0,1.0,10.0,10.0,10.0,10.0,3.85,93.85,20.565,16.375,23.35,15.3,8.0,1.91,C,50.4,7.8,C,10.6,D,32.0,C,0.0,C,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X227,46,9.0,208.0,97.0,97.0,97.0,1.0,14.0,14.0,11.0,14.0,2.625,64.5,29.087500000000006,26.333333333333332,32.208333333333336,12.3,9.0,1.93,C,57.6,6.8,D,13.7,C,35.6,B,1.5,C,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X231,66,9.0,236.0,40.5,29.0,53.0,1.0,11.0,11.0,11.0,11.0,3.40625,87.4375,25.190625000000004,21.0,28.96875,16.2,9.0,2.29,B,58.6,7.3,C,12.6,C,37.2,B,1.5,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X239,22,7.0,129.0,27.0,27.0,27.0,1.0,11.0,11.0,10.0,11.0,2.260869565217391,39.91304347826087,17.895652173913046,15.565217391304348,20.26086956521739,10.6,9.0,1.67,F,37.7,7.3,C,9.0,F,21.4,F,0.0,C,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X250,44,5.0,133.0,36.0,36.0,36.0,1.0,17.0,17.0,12.0,17.0,2.25,57.57142857142857,25.35714285714286,22.642857142857142,28.214285714285715,15.6,9.0,2.44,B,69.2,5.9,F,18.9,A,39.9,B,4.5,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X252,63,5.0,139.0,30.7,29.0,34.0,1.0,11.0,11.0,11.0,11.0,2.5,65.35,25.335,21.7,28.0,16.7,9.0,2.58,A,89.0,7.9,C,19.8,A,53.8,A,7.5,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X260,73,7.0,143.0,34.3,34.0,36.0,1.0,10.0,10.0,10.0,10.0,2.8076923076923075,69.5,25.738461538461536,22.23076923076923,28.884615384615383,16.9,9.0,2.95,B,69.3,9.1,B,17.7,A,39.5,B,3.0,B,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X263,90,12.0,264.0,31.5,31.0,34.0,1.0,17.0,17.0,12.0,17.0,3.1818181818181817,79.9090909090909,25.94090909090909,22.59090909090909,29.045454545454547,15.3,9.0,2.2,A,75.6,11.1,A,21.2,A,38.8,B,4.5,B,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X276,21,8.0,156.0,34.0,34.0,34.0,1.0,5.0,5.0,5.0,5.0,2.4545454545454546,57.72727272727273,23.74090909090909,21.181818181818183,26.727272727272727,13.2,9.0,2.07,D,45.0,8.0,C,11.4,D,25.6,D,0.0,B,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X297,22,9.0,208.0,30.2,30.0,34.0,1.0,18.0,15.5,12.0,17.0,3.0384615384615383,70.34615384615384,24.084615384615386,20.96153846153846,26.615384615384617,12.2,9.0,1.83,A,82.1,8.7,B,21.1,A,41.8,B,10.5,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X329,46,10.0,274.0,30.0,29.0,34.0,1.0,14.0,14.0,10.0,14.0,3.24,76.16,22.016,17.2,26.2,13.0,9.0,2.14,D,45.2,7.1,C,7.9,F,28.7,C,1.5,,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X403,37,6.0,139.0,29.3,28.0,30.0,1.0,25.0,10.7,10.0,12.0,3.5789473684210527,60.0,20.031578947368423,19.157894736842106,20.94736842105263,13.9,9.0,1.97,A,73.9,12.8,A,17.2,B,36.4,B,7.5,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X404,32,9.0,252.0,37.0,37.0,37.0,1.0,25.0,23.0,18.0,25.0,3.3333333333333335,88.83333333333333,28.183333333333334,25.666666666666668,30.61111111111111,14.7,9.0,1.88,B,69.5,10.2,B,17.2,B,42.1,A,0.0,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X412,35,17.0,410.0,29.0,26.0,34.0,1.0,12.0,12.0,12.0,12.0,4.130434782608695,94.08695652173913,20.569565217391304,15.565217391304348,25.608695652173914,12.5,9.0,1.96,C,57.9,9.7,B,12.5,C,35.7,B,0.0,B,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X413,98,15.0,376.0,31.0,31.0,32.0,1.0,8.0,8.0,8.0,8.0,4.0,104.0,25.861904761904757,23.61904761904762,28.0,16.2,9.0,2.78,B,67.6,9.5,B,18.6,A,36.5,B,3.0,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X414,81,8.0,232.0,31.3,27.0,42.0,1.0,11.0,11.0,11.0,11.0,3.388888888888889,86.44444444444444,24.05,20.055555555555557,27.88888888888889,12.4,9.0,1.75,C,55.9,10.5,A,14.0,C,31.4,C,0.0,B,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X505,87,8.0,238.0,34.0,34.0,37.0,1.0,5.0,5.0,5.0,5.0,2.525,69.7,25.794999999999998,22.975,28.15,14.2,9.0,2.48,B,66.6,9.1,B,17.1,B,37.4,B,3.0,B,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X517,44,11.0,298.0,33.0,33.0,36.0,1.0,10.0,10.0,10.0,10.0,2.707317073170732,63.19512195121951,21.612195121951217,18.70731707317073,24.463414634146343,14.3,9.0,2.34,B,60.0,9.1,B,20.2,A,30.7,C,0.0,B,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X525,116,10.0,267.0,33.5,33.0,34.0,1.0,23.0,19.5,13.0,23.0,4.357142857142857,113.96428571428571,26.24642857142857,21.857142857142858,30.035714285714285,16.7,9.0,2.12,B,65.3,10.4,B,17.1,B,34.8,B,3.0,C,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X543,26,5.0,144.0,43.0,43.0,43.0,1.0,15.0,15.0,15.0,15.0,1.8421052631578947,47.36842105263158,24.61578947368421,23.42105263157895,25.63157894736842,16.7,9.0,1.95,A,95.8,12.5,A,25.0,A,55.3,A,3.0,A,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518
X141,101,23.0,617.0,33.0,33.0,35.0,1.0,10.0,9.5,9.0,10.0,4.5,114.95238095238095,21.950000000000003,19.333333333333332,23.952380952380953,16.1,10.0,2.55,A,75.3,8.9,B,22.1,A,41.3,B,3.0,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X213,36,9.0,193.0,35.0,35.0,35.0,1.0,19.0,13.3,11.0,15.0,3.260869565217391,73.78260869565217,23.039130434782614,18.304347826086957,27.52173913043478,14.9,10.0,2.26,A,78.6,10.0,B,25.0,A,34.6,C,9.0,B,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X225,53,10.0,235.0,33.0,33.0,33.0,1.0,8.0,7.5,5.0,8.0,3.4651162790697674,73.95348837209302,21.693023255813955,18.25581395348837,25.6046511627907,15.6,10.0,2.58,A,106.3,13.0,A,25.0,A,59.3,A,9.0,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X237,48,7.0,202.0,32.3,32.0,35.0,1.0,27.0,20.5,10.0,26.0,2.7083333333333335,76.5,28.129166666666663,24.5,30.958333333333332,13.8,10.0,2.39,A,82.4,8.4,C,22.5,A,44.0,A,7.5,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X243,32,15.0,375.0,31.0,31.0,34.0,1.0,10.0,10.0,5.0,10.0,3.108695652173913,73.56521739130434,22.65869565217392,19.76086956521739,25.434782608695652,12.0,10.0,2.06,C,49.0,10.1,B,6.9,F,30.5,C,1.5,B,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X268,40,8.0,235.0,29.5,29.0,33.0,4.0,106.0,26.5,19.0,30.0,5.6,159.0,28.380000000000003,24.533333333333335,31.533333333333335,19.8,10.0,1.85,B,69.4,11.3,A,17.0,B,38.1,B,3.0,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X284,54,6.0,150.0,33.3,32.0,36.0,1.0,11.0,11.0,11.0,11.0,2.176470588235294,51.38235294117647,22.24117647058823,20.0,24.235294117647058,14.6,10.0,2.43,B,59.3,8.4,C,16.4,B,31.5,C,3.0,B,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X342,46,11.0,228.0,31.0,30.0,47.0,1.0,13.0,13.0,10.0,13.0,3.5416666666666665,81.45833333333333,22.325000000000003,18.958333333333332,25.708333333333332,14.4,10.0,2.34,B,65.2,12.5,A,9.3,F,41.9,B,1.5,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X368,56,18.0,507.0,34.5,34.0,36.0,1.0,10.0,10.0,10.0,10.0,3.6341463414634148,96.1951219512195,23.690243902439022,19.878048780487806,25.975609756097562,15.7,10.0,2.69,B,60.7,10.3,B,7.4,F,35.5,B,7.5,C,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X433,50,12.0,306.0,29.9,29.0,33.0,1.0,10.0,10.0,10.0,10.0,3.3076923076923075,77.23076923076923,20.338461538461537,16.692307692307693,23.384615384615383,16.1,10.0,2.04,A,77.8,10.2,B,16.5,B,42.1,A,9.0,C,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X434,65,12.0,260.0,28.0,26.0,33.0,1.0,10.0,10.0,10.0,10.0,3.8636363636363638,83.45454545454545,18.913636363636364,14.909090909090908,22.136363636363637,12.6,10.0,2.03,A,75.3,8.0,C,17.1,B,50.2,A,0.0,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X437,42,8.0,187.0,31.3,30.0,35.0,1.0,12.0,11.0,11.0,11.0,3.5294117647058822,85.88235294117646,23.711764705882356,19.058823529411764,28.352941176470587,13.8,10.0,2.09,A,82.9,11.4,A,18.8,A,48.2,A,4.5,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X438,71,14.0,279.0,26.8,24.0,33.0,1.0,10.0,10.0,10.0,10.0,4.115384615384615,84.46153846153847,19.888461538461538,16.807692307692307,22.73076923076923,12.5,10.0,2.13,C,49.2,6.5,D,8.1,F,31.6,C,3.0,B,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X439,57,14.0,345.0,33.0,33.0,34.0,1.0,10.0,10.0,10.0,10.0,3.5483870967741935,77.19354838709677,19.003225806451617,16.322580645161292,21.161290322580644,14.3,10.0,1.96,D,41.5,8.9,B,9.4,F,23.2,F,0.0,C,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X440,438,89.0,2223.0,33.0,33.0,35.0,1.0,19.0,10.8,10.0,13.0,14.904761904761905,362.8333333333333,21.471428571428564,15.071428571428571,26.238095238095237,15.2,10.0,2.4,C,48.1,7.2,C,11.3,D,26.6,D,3.0,C,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X442,38,8.0,169.0,25.0,23.0,30.0,1.0,23.0,16.0,11.0,20.0,4.2,89.73333333333333,21.533333333333335,17.2,26.266666666666666,15.4,10.0,2.75,B,60.1,7.9,C,13.7,C,35.5,B,3.0,B,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X445,683,57.0,1859.0,33.8,33.0,34.0,2.0,56.0,23.6,10.0,30.0,24.764705882352942,774.9411764705883,30.529411764705884,24.41176470588235,33.588235294117645,21.6,10.0,3.91,A,73.8,8.5,C,23.5,A,41.8,B,0.0,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X475,87,21.0,529.0,31.0,31.0,35.0,1.0,10.0,10.0,10.0,10.0,5.294117647058823,123.79411764705883,20.06176470588235,16.5,23.58823529411765,15.3,10.0,1.86,D,45.5,7.3,C,9.6,F,25.6,D,3.0,C,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X477,70,16.0,374.0,31.0,31.0,34.0,1.0,25.0,13.0,10.0,16.0,4.904761904761905,122.28571428571429,24.447619047619046,19.38095238095238,28.761904761904763,15.1,10.0,2.69,A,100.5,10.8,A,22.2,A,55.5,A,12.0,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X546,50,11.0,254.0,33.0,33.0,34.0,1.0,11.0,11.0,10.0,11.0,3.0416666666666665,70.375,24.0625,20.708333333333332,27.5,13.2,10.0,2.38,C,53.3,11.7,A,11.9,C,23.7,F,6.0,B,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X549,31,12.0,273.0,32.0,32.0,32.0,1.0,11.0,11.0,11.0,11.0,3.185185185185185,69.37037037037037,20.35925925925926,17.88888888888889,22.62962962962963,17.1,10.0,1.94,A,91.5,11.4,A,18.9,A,53.7,A,7.5,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X660,93,36.0,931.0,34.0,31.0,37.0,1.0,21.0,11.5,10.0,12.0,6.466666666666667,157.46666666666667,20.59666666666667,15.233333333333333,24.1,13.8,10.0,1.92,D,46.3,7.8,C,7.0,F,31.5,C,0.0,D,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X696,74,12.0,275.0,25.3,24.0,28.0,2.0,38.0,19.0,11.0,20.0,5.533333333333333,124.6,22.2,18.8,25.133333333333333,14.3,10.0,3.79,A,74.9,12.1,A,23.1,A,39.7,B,0.0,A,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757
X478,12,6.0,73.0,24.0,23.0,26.0,1.0,10.0,10.0,10.0,10.0,2.875,57.0,20.2375,18.875,21.75,12.0,12.0,3.18,,,,,,,,,,,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118
